,article_title
5222,guyana government falls in no-confidence vote
5223,ukraine’s leader orders orthodox church to change its name
5224,mourners arrive for funeral of 5 children killed in fire
5225,un team arrives in yemen to monitor port city cease-fire
5226,us envoy to anti-is coalition quits over trump’s syria move
5227,a grinch steals thousands of dollars of christmas trees
5228,"aid ship with 311 migrants ignored by italy, heads to spain"
5229,"cash, emeralds found in brazil faith healer’s home"
5230,"romanians mark 1989 revolt, reject government’s amnesty plan"
5231,"palestinian president to dissolve parliament, hamas irate"
5232,"open and closed: shutdown’s varied impact on parks, tourists"
5233,thousands protest in serbia against populist leader vucic
5234,former lib democrat leader paddy ashdown has died at 77
5235,funeral held for chicago police officer killed by train
5236,exxonmobil ship approached by venezuelan navy off guyana
5237,parkland survivor david hogg is going to harvard university
5238,cuban assembly approves draft of new constitution
5239,michigan files murder charges in 2012 meningitis outbreak
5240,colombia guns down dissident rebel behind press kidnapping
5241,delaware police investigate report of shots fired at mall
5242,woman names baby after medic who saved her during wildfire
5243,melania trump’s red topiary trees a hit at christmas parties
5244,"nicaraguan authorities raid, shut down critical tv station"
5245,"iran executes businessman convicted of fraud, bribery"
5246,state tv: iran’s guard launches drill near strait of hormuz
5247,"saudi prince’s reform: car race, concerts, but no criticism"
5248,somalia blast kills at least 6 near presidential palace
5249,macron in chad to meet soldiers amid extremist threats
5250,ap photos: a selection of pictures from the past week
5251,spain awaits the results of ‘the fat one’ christmas lottery
5252,africa in 2018: an extraordinary peace blooms amid crises
5253,yellow vest movement abates at start of winter holidays
5254,plane makes emergency landing on alabama highway
5255,french police defend actions after clashes with protesters
5256,saudi prince who called for reforms dies at 87
5257,spanish pm: solution for catalonia is forging a consensus
5258,"lebanese, some in yellow vests, protest political gridlock"
5259,doctors to strike in sudan as protests continue
5260,updated lawsuit teases new details against oxycontin maker
5261,turkey masses troops near kurdish-held syrian town
5262,santa tracker will still run despite government shutdown
5263,israeli leader: trump withdrawal from syria won’t affect us
5264,canada pm justin trudeau on surprise visit to forces in mali
5265,"rebels attack beni in eastern congo, killing 5 civilians"
5266,disgraced german reporter could face donation fraud charges
5267,austrian police detain 2 in vienna restaurant shooting
5268,yemen’s un cease-fire monitors on their way to hodeida
5269,new kansas governor’s budget repairs may fire gop opposition
5270,missouri governor wants repeal of new redistricting law
5271,"trump’s reluctant backers sour on his leadership, policies"
5272,france vows support for fighting extremists in africa
5273,trump: mattis out as of jan. 1; deputy to be acting chief
5274,france takes 16 migrants from boat poised to cross channel
5275,group that escorts migrant caravans draws more scrutiny
5276,report: syria’s national security chief in egypt
5277,dad grabs toddler from car just before sign falls on it
5278,egypt names new military intelligence chief
5279,"6 hurt when car crashes into church, shatters stained glass"
5280,documents detail how absentee ballots gathered in nc vote
5281,body of girl who died at us border returns to guatemala
5282,cruise ship rescues fishermen who had been adrift for weeks
5283,2 activists arrested at site of alabama mall shooting
5284,nicaragua’s ortega pushes ahead with crackdowns on dissent
5285,government unlikely to get fully back to business for days
5286,trump loses us envoy to anti-is coalition over syria plan
5287,"as syria war winds down, refugees stay put despite hardships"
5288,last warsaw ghetto uprising fighter simcha rotem dies at 94
5289,"suspect tied to charlie hebdo attack sent to france, charged"
5290,south africa poised for cannabis trade despite obstacles
5291,court says justice ginsburg up and working after surgery
5292,texas inmate faces april execution for 1998 dragging death
5293,"sudan soccer fans clash with police, call on bashir to leave"
5294,police say investigation into drones over gatwick ongoing
5295,"in south africa, ousted president speaks his mind on twitter"
5296,turkey-backed syrian fighters prepare to replace us forces
5297,man dead following knife attack in polish shopping center
5298,christmas festivities begin in west bank town of bethlehem
5299,death toll rises to 26 in weekend blasts in somalia capital
5300,israeli government calls early elections for april 9
5301,relatives hold vigil for woman missing in lake michigan
5302,uae releases photos of ruler’s daughter after disappearance
5303,poker player turns $5 bet into $1m at casino
5304,secret santas: charity buys and erases past-due medical debt
5305,trump signs bill naming post office for army captain khan
5306,"2 houston police officers hurt, 1 critical, in collision"
5307,"police: traffic stop leads to head butting, flying underwear"
5308,turkey ‘collaborating’ with other nations on khashoggi probe
5309,"no citation for driver who lost control, crashed into church"
5310,coast guard rescues 6 in louisiana from disabled bass boat
5311,amid 2018’s tragedies were moments of compassion and duty
5312,records: probe of indiana’s ag cost taxpayers at least $26k
5313,owners of closed strip club buy toys for employees’ children
5314,all parishioners want for christmas is reopening of church
5315,"after deportation from utah, woman bids goodbye to kids"
5316,baltimore gun buyback event yields a rocket launcher
5317,us judge orders north korea to pay $500m in student’s death
5318,report: high-ranking iranian cleric dies at 70
5319,judge: honduran mother can’t be deported without daughter
5320,maine congressman ends legal challenge to opponent’s victory
5321,small plane crashes on miami beach; 4 injured
5322,facebook suspends accounts over alabama senate race tactics
5323,jones-gustafsson ufc fight moved from las vegas to la area
5324,russian envoy: bad relations with us unlikely to improve
5325,"an icon of christmas cheer went dark, some parks close"
5326,congo archbishop urges peace at christmas eve midnight mass
5327,o’rourke seeks help after ice drops migrants at bus station
5328,"‘like a cancer:’ rio militias grow, control swaths of city"
5329,land mines will be hidden killer in yemen decades after war
5330,mayor: dc will stay open during federal government shutdown
5331,paris investigates anti-semitic incident amid protests
5332,"mexico: aviation crash claims puebla governor, ex-governor"
5333,"cameroon english-speaking separatists attack town, kidnap 15"
5334,turkey ‘determined’ to drive out syrian kurdish forces
5335,"tourists, romans gather in st. peter’s square to hear pope"
5336,bosnian serbs detain man who led protests over son’s death
5337,"at least 27 dead after bus, truck collide in congo"
5338,bus crash on university campus in iran kills 7 students
5339,"confusion, anger grow as congo faces sunday’s election"
5340,christmas presents saved after fire hits 3-family home
5341,report: carbon monoxide fumes kill french tourists in italy
5342,"washington river crossing scuttled, but shore events planned"
5343,"new jersey businessman, son aboard plane missing off florida"
5344,"austrian writer freed from prison, can’t leave turkey"
5345,"police k-9 killed, suspect injured in florida mall shooting"
5346,gofundme says donors to homeless man refunded
5347,"presidents of russia, belarus talk over energy price dispute"
5348,kentucky man charged with throwing christmas ham at woman
5349,trump: ‘i do’ have confidence treasury secretary mnuchin
5350,u.s. says 2nd guatemalan child has died in immigration custody
5351,"fearing it may attack kids, man shoots his own dog in park"
5352,ap photos: congo takes a break from election for christmas
5353,aclu asks court to help learn about nsa call records program
